name,uri,genres,artist,mood,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,timeSignature
Cold Nights,1q3AoLCoawd8Gpm9wP7sHi,[],Camo Columbo,sad,0 days 00:03:09.813000,0.321,0.941,0.421,9.34e-05,0.0967,-7.918,0.0583,107.011,0.787,4
What's Good,6OBl3esnGuz8PllwDWinWS,"['bristol indie', 'british singer-songwriter', 'chamber pop', 'indie folk', 'indie pop']",Fenne Lily,sad,0 days 00:03:36.876000,0.935,0.542,0.0957,6.4e-06,0.182,-14.518,0.0404,134.739,0.259,4
Town I Called My Home,0omwXDRLUssZ7fgl9vkL4m,['sad rap'],yaeow,sad,0 days 00:02:19.200000,0.816,0.554,0.295,0.541,0.103,-13.619,0.098,200.144,0.206,4
All I Want,1XczdQt6RKNkEQfPqUsi3q,"['indie cafe pop', 'irish pop', 'modern rock', 'pop', 'pop rock']",Kodaline,sad,0 days 00:05:06.600000,0.114,0.189,0.426,0.0885,0.058,-9.084,0.045,187.281,0.159,3
i don't want to watch the world end with someone else,58qX77t2VWMWcycsh9zKLc,"['alt z', 'indie cafe pop', 'pop', 'post-teen pop']",Clinton Kane,sad,0 days 00:03:04.505000,0.771,0.535,0.359,0.0,0.111,-9.343,0.0607,154.163,0.488,4
Video Games - Remastered 2012,0fBSs3fRoh1yJcne77fdu9,"['art pop', 'pop']",Lana Del Rey,sad,0 days 00:04:41.960000,0.811,0.236,0.249,1e-06,0.087,-9.595,0.0348,72.847,0.181,5
Sad Corny Fuck,5YlHgqWo3Kt2mF88ubmR62,"['alt z', 'canadian contemporary r&b', 'indie cafe pop', 'pop', 'post-teen pop']",JP Saxe,sad,0 days 00:03:40.520000,0.835,0.604,0.179,0.0,0.162,-15.383,0.0339,124.982,0.391,3
Riverside,1UmFRZU3taMGZApPhK32mc,['chamber pop'],Agnes Obel,sad,0 days 00:02:03.429000,0.537,0.722,0.344,0.952,0.134,-12.63,0.0654,140.047,0.404,4
Riverside,1UmFRZU3taMGZApPhK32mc,['chamber pop'],Agnes Obel,sad,0 days 00:03:48.547000,0.985,0.648,0.177,0.000353,0.134,-13.474,0.0311,99.101,0.236,3
Long Way Down,1uVk6S6Fpkrmji0iTpgKEC,['pop'],Tom Odell,sad,0 days 00:02:29.773000,0.972,0.368,0.121,0.0322,0.0871,-13.778,0.0315,133.148,0.0956,4
Anchor,6x6XKEUcCJGUACD4Xh7KuP,"['ambient folk', 'indie folk']",Novo Amor,sad,0 days 00:04:16.282000,0.755,0.486,0.356,0.861,0.0986,-13.649,0.0318,117.141,0.111,4
Somewhere Only We Know,1EwyAL8SdJpIX0M9b1ArAp,['cali rap'],Valentin,sad,0 days 00:03:13.750000,0.84,0.472,0.305,0.0,0.142,-11.465,0.0295,165.9,0.584,4
To Build A Home,54KFQB6N4pn926IUUYZGzK,"['downtempo', 'electronica', 'ninja', 'nu jazz']",The Cinematic Orchestra,sad,0 days 00:06:11.320000,0.885,0.264,0.122,0.349,0.094,-15.399,0.0349,148.658,0.0735,4
Angel's Song,5hXTMmVXz1Ablgu34BkTz1,"['indie soul', 'uk contemporary r&b']",Arlo Parks,sad,0 days 00:03:17.244000,0.894,0.693,0.195,0.0325,0.126,-15.278,0.0446,116.725,0.315,4
Dancing On My Own,02WacdrRpm4zlP8H7X6bnQ,"['indie cafe pop', 'pop']",Calum Scott,sad,0 days 00:04:20.004000,0.851,0.608,0.174,1.92e-05,0.0855,-8.796,0.0332,112.175,0.193,4
I'm with You,7ggHQsGP7K3V65lqBwleWO,"['indie rock', 'modern rock']",LEFT.,sad,0 days 00:03:04.364000,0.544,0.587,0.468,0.000154,0.1,-10.316,0.0386,82.426,0.176,3
K.,6vG1pcmNGdG6Vu62I9nLGL,"['indie folk', 'irish singer-songwriter', 'new americana']",Rosie Carney,sad,0 days 00:04:29,0.962,0.348,0.226,0.00483,0.135,-10.918,0.0386,129.251,0.173,3
Wish You Were Here - 2011 Remastered Version,1wHSxWBfPr3GO31y8KGrWe,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",Pink Floyd,sad,0 days 00:05:34.744000,0.735,0.481,0.262,0.0114,0.832,-15.73,0.0414,122.883,0.375,4
July,5a6pdCHlWS2ekOOQ70QnAr,"['alt z', 'dance pop', 'pop', 'post-teen pop']",Noah Cyrus,sad,0 days 00:02:36.107000,0.868,0.708,0.186,0.0,0.0779,-8.953,0.0422,72.541,0.321,4
Trying My Best,06qUEhhx6jKQmhj2qAkn4H,"['alt z', 'indie cafe pop', 'pop', 'social media pop']",Anson Seabra,sad,0 days 00:03:42.468000,0.95,0.561,0.0587,0.0,0.0828,-17.819,0.0762,143.027,0.342,1
Consequences,7sTtHHrD0zDpmzQzH3zegz,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Camila Cabello,sad,0 days 00:02:58.467000,0.889,0.455,0.292,0.0,0.106,-6.792,0.0563,84.339,0.43,5
Slow It Down,0ewX9JsKy9oa4IifkFSroa,"['folk-pop', 'modern rock', 'stomp and holler']",The Lumineers,sad,0 days 00:05:05.347000,0.928,0.423,0.0657,1.4e-06,0.0922,-14.421,0.0386,98.489,0.105,3
You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,"['indie pop', 'scandipop', 'swedish indie folk']",flora cash,sad,0 days 00:03:38.883000,0.841,0.713,0.452,0.0038,0.105,-9.638,0.0295,102.963,0.235,4
You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,"['indie pop', 'scandipop', 'swedish indie folk']",flora cash,sad,0 days 00:03:38.883000,0.841,0.713,0.452,0.0038,0.105,-9.638,0.0295,102.963,0.235,4
All of Me,3U4isOIWM3VvDubwSI3y7a,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",John Legend,sad,0 days 00:04:29.560000,0.922,0.422,0.264,0.0,0.132,-7.064,0.0322,119.93,0.331,4
Fragile Souls,4EGyDsI5anhTpzND6Zwyew,['spanish modern rock'],The Prussians,sad,0 days 00:03:16.524000,0.17,0.868,0.415,0.19,0.0904,-12.929,0.0532,120.002,0.732,4
Cursive,5Iy1wdO0tMaHwKnfFYtlel,"['british singer-songwriter', 'indie anthem-folk', 'indie folk', 'indie pop']",Billie Marten,sad,0 days 00:04:00.400000,0.935,0.494,0.267,5.58e-05,0.128,-11.54,0.0308,115.117,0.166,3
"Welcome Home, Son",13PUJCvdTSCT1dn70tlGdm,"['indie folk', 'indie pop', 'jacksonville indie', 'stomp and holler']",Radical Face,sad,0 days 00:04:45.320000,0.743,0.601,0.537,0.732,0.143,-9.464,0.0296,144.994,0.394,3
Hazy Memories,1jeH74UaH5xFnLo73haMQl,[],Caravn,sad,0 days 00:02:57.143000,0.9,0.455,0.317,0.0,0.0962,-8.031,0.0448,71.113,0.44,1
Teardrop - Remastered 2006,1ZekzmhuM380sFcUZePjmL,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']",Massive Attack,sad,0 days 00:05:28.027000,0.0204,0.612,0.463,0.653,0.183,-7.653,0.035,76.98,0.17,4
kissing girls,5lCtzEEl2FxySHX4zR9yEf,['indie electropop'],Grady,sad,0 days 00:01:40.750000,0.934,0.415,0.456,0.0,0.49,-7.315,0.106,181.452,0.72,3
No Time To Die,73SpzrcaHk0RQPFP73vqVR,"['electropop', 'pop']",Billie Eilish,sad,0 days 00:04:02.265000,0.917,0.38,0.219,0.0104,0.0827,-13.273,0.0358,73.537,0.0517,4
Everybody Hurts,0sSxUKtpE11r5VVx1DIMww,"['dance pop', 'pop', 'post-teen pop']",R.E.M.,sad,0 days 00:05:16.880000,0.568,0.282,0.476,0.0185,0.157,-6.524,0.0274,187.604,0.186,3
emily,1sTtlEZeVeeEnxEztJNkYN,"['electropop', 'pop', 'post-teen pop']",Jeremy Zucker,sad,0 days 00:03:53.747000,0.68,0.551,0.249,0.0022,0.112,-11.392,0.06,156.02,0.257,3
I Took A Pill In Ibiza,1PiKcVhlmHPvL7IPjx9dJk,"['dance pop', 'pop', 'pop rap']",Mike Posner,sad,0 days 00:04:40.800000,0.618,0.636,0.319,1.7e-06,0.125,-10.065,0.0718,74.109,0.378,4
Samson,2bbhyUWJ5VjdfI3P4PRLu2,"['indie pop', 'lilith', 'piano rock', 'pop rock']",Regina Spektor,sad,0 days 00:03:09.507000,0.862,0.49,0.193,9.74e-06,0.113,-9.544,0.0421,89.154,0.184,4
Falling Asleep,1FunUekKzZ9Mgt3BMYCrfF,['irish singer-songwriter'],Tiz McNamara,sad,0 days 00:03:22.400000,0.899,0.537,0.201,0.00163,0.077,-12.948,0.033,134.087,0.196,4
To The Hilt,41bqxcnDRcYsBJnJKtPCdp,"['acoustic pop', 'ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop', 'indiecoustica', 'neo mellow', 'pop rock', 'worship']",BANKS,sad,0 days 00:04:36.747000,0.948,0.327,0.101,0.0,0.0945,-13.949,0.0525,171.734,0.0866,4
Creep,1ytTeSRAU6IRo2itVDwtPv,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",Radiohead,sad,0 days 00:03:58.640000,0.0102,0.515,0.43,0.000141,0.129,-9.935,0.0369,91.841,0.104,4
Faking Love,2YHqjkv93j4cg51bl7iGMP,"['alternative rock', 'indie punk', 'post-hardcore', 'slowcore']",little dipper,sad,0 days 00:03:10.387000,0.171,0.735,0.336,0.000332,0.118,-12.483,0.0812,117.312,0.557,4
Thirteen Thirty-Five,3N2vr4m44BBZiVCZ0O4bnf,"['brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house']",Dillon,sad,0 days 00:03:43.086000,0.786,0.67,0.293,0.0,0.215,-10.56,0.0486,66.974,0.36,4
Last Time,7v3tuzPub1Qd490tiVddwF,['gaming edm'],Johnning,sad,0 days 00:03:22.480000,0.111,0.628,0.587,0.0,0.156,-5.195,0.0441,140.01,0.4,4
Dust On The Ground,2SbIONplUQ0BvXyRgGDgCz,"['alternative dance', 'british indie rock', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'new rave', 'rock']",Bombay Bicycle Club,sad,0 days 00:04:03.752000,0.757,0.605,0.319,0.00237,0.116,-10.892,0.0306,109.599,0.273,4
YOM TOV,2v31S0mH8FcKkaQRFvxuOZ,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",Liush,sad,0 days 00:03:26.912000,0.877,0.322,0.246,0.0064,0.113,-12.154,0.0323,168.879,0.175,3
Waiting,7eClkLWbrr3TorYedzaDkI,"['malmo indie', 'swedish singer-songwriter']",Alice Boman,sad,0 days 00:02:07.370000,0.775,0.496,0.199,0.882,0.346,-17.063,0.169,82.068,0.253,4
Waiting,7eClkLWbrr3TorYedzaDkI,"['malmo indie', 'swedish singer-songwriter']",Alice Boman,sad,0 days 00:03:56.351000,0.139,0.552,0.915,0.949,0.146,-4.421,0.0616,160.02,0.126,4
Waiting,7eClkLWbrr3TorYedzaDkI,"['malmo indie', 'swedish singer-songwriter']",Alice Boman,sad,0 days 00:03:04.320000,0.975,0.236,0.33,0.126,0.116,-10.085,0.0325,86.546,0.0827,4
blue,7pt64sepCy5QmDrgy9wOJS,"['indie r&b', 'modern indie pop']",Kamal.,sad,0 days 00:03:04.500000,0.668,0.725,0.258,2.63e-05,0.0955,-14.065,0.255,127.876,0.173,3
First Day Of My Life,5OiaAaIMYlCZONyDBxqk4G,"['adult standards', 'folk', 'folk rock', 'mellow gold', 'soft rock']",Bright Eyes,sad,0 days 00:03:08.800000,0.915,0.602,0.201,8.28e-05,0.0952,-17.024,0.0363,95.345,0.385,4
The End of the World,1SF6aV27ehCudDBv0MZjAD,['modern indie pop'],GRAE,sad,0 days 00:02:26.941000,0.837,0.34,0.388,8.19e-05,0.316,-9.455,0.041,79.268,0.22,4
Indigo,2qoKkOBw3dAd8AlITOQ2Ca,"['indie rock', 'modern rock']",LEFT.,sad,0 days 00:03:16.589000,0.488,0.503,0.504,1.59e-06,0.122,-6.843,0.416,85.39,0.67,4
Be Alright,5qrSlOut2rNAWv3ubArkNy,"['australian pop', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop']",Dean Lewis,sad,0 days 00:03:16.493000,0.705,0.551,0.537,0.0,0.0802,-7.595,0.034,126.421,0.493,4
Only You,2ZaYFNn1YQuLSVdHhanr4Q,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'pop rock', 'viral pop']",Joshua Radin,sad,0 days 00:02:29.013000,0.362,0.545,0.255,1.77e-05,0.0841,-14.844,0.0311,98.088,0.831,4
Harvest Love,2KK7OUblFkd7TT9TjWgW7z,['australian reggae fusion'],Tash Sultana,sad,0 days 00:06:05.929000,0.314,0.276,0.251,6.05e-06,0.122,-9.078,0.0295,95.705,0.18,4
I Love You Always Forever,1KsRPfyQUHXn4HpNh1A0vP,[],boyhood.,sad,0 days 00:03:27.991000,0.299,0.679,0.513,0.315,0.113,-10.889,0.041,100.024,0.137,4
Oceans,7Cia4WzapwjMr0NUQF8vf3,"['folk-pop', 'modern rock']",Seafret,sad,0 days 00:03:36.187000,0.274,0.404,0.48,8.63e-06,0.132,-8.906,0.0303,129.162,0.2,3
Be My Mistake,0AG2l0IboWNSwjUkMr2Aq7,"['modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']",The 1975,sad,0 days 00:04:16.689000,0.835,0.572,0.155,0.000137,0.0906,-14.405,0.0344,109.923,0.0949,3
cry on airplanes,1elEZGOMFRU5n7bnOtUaqi,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",Julian,sad,0 days 00:03:46,0.548,0.763,0.372,0.000638,0.116,-7.07,0.0683,85.01,0.76,4
Goshen,5rLZGAZOstOC3fqhmGChvK,"['dubstep', 'electro house', 'gaming dubstep']",Beirut,sad,0 days 00:03:20.147000,0.848,0.284,0.262,0.00483,0.0966,-9.869,0.028,98.66,0.107,4
Recording 15,1vNfYCzcCJz0FY7MVVA9lM,"['indie folk', 'pop folk']",Shannon Lay,sad,0 days 00:04:02,0.956,0.552,0.126,0.0153,0.109,-18.014,0.0306,92.441,0.439,4
Losing You,5aFSzu0b7ccAYjTkbTNTsQ,"['indie anthem-folk', 'indie cafe pop', 'vapor soul']",Aquilo,sad,0 days 00:03:25.859000,0.63,0.383,0.446,0.0,0.0946,-8.693,0.0382,77.399,0.213,4
The Scientist,3obZywY64ooasDLV1cVC7X,['cali rap'],Valentin,sad,0 days 00:04:03.896000,0.91,0.555,0.284,0.0,0.11,-9.788,0.027,77.037,0.276,4
Renee's Song,13iMiwdY7pgE1f7NwYKr1D,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Bazzi,sad,0 days 00:02:10.546000,0.794,0.593,0.229,0.0,0.167,-8.888,0.0307,117.823,0.42,4
Changes,2v8GT5HHcqFaTXS2xijw4r,['alt z'],Hayd,sad,0 days 00:03:14.090000,0.00273,0.466,0.682,2.69e-05,0.0972,-9.648,0.0355,125.97,0.323,4
Changes,2v8GT5HHcqFaTXS2xijw4r,['alt z'],Hayd,sad,0 days 00:03:34.815000,0.939,0.648,0.115,3.88e-05,0.11,-17.133,0.0445,119.967,0.29,4
London Thunder,4gkoh2vAD57fGEITzteaUh,"['alternative dance', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'oxford indie', 'rock']",Foals,sad,0 days 00:04:14.427000,0.641,0.489,0.357,0.333,0.0838,-9.745,0.0259,92.009,0.0388,4
you were good to me,4CxFN5zON70B3VOPBYbd6P,"['electropop', 'pop', 'post-teen pop']",Jeremy Zucker,sad,0 days 00:03:39.147000,0.913,0.561,0.0848,2.62e-05,0.112,-15.099,0.0404,102.128,0.206,4
Conversation,4THgqBGsTYJcNcQWCV92AP,"['australian indie folk', 'indie folk', 'stomp and holler']",Lucy Rose,sad,0 days 00:03:49.560000,0.901,0.242,0.137,0.0105,0.167,-16.332,0.0322,92.454,0.0644,3
Maple Whisky,64DZ2i9qbyUpjuh67hOU5t,"['indie cafe pop', 'indiecoustica']",James Spaite,sad,0 days 00:03:52.056000,0.613,0.669,0.258,0.00134,0.088,-15.843,0.0556,140.101,0.24,3
I Need My Girl,7rbCL7W893Zonbfnevku5s,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",The National,sad,0 days 00:04:05.240000,0.867,0.523,0.438,0.0723,0.123,-11.49,0.0356,126.028,0.106,4
"Dear First Love,",6PowfeWOvFBlueUpvct3HI,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",LØLØ,sad,0 days 00:03:16.662000,0.25,0.524,0.323,7.57e-05,0.107,-6.06,0.0262,79.787,0.236,4
9 Crimes,5GZEeowhvSieFDiR8fQ2im,"['acoustic pop', 'irish rock', 'irish singer-songwriter', 'neo mellow', 'singer-songwriter']",Damien Rice,sad,0 days 00:03:37.947000,0.913,0.346,0.139,7.73e-05,0.0934,-15.326,0.0321,136.168,0.116,4
guilt trip,6xFSWmXNlzzM8g9MuABaTe,"['alternative rock', 'indie punk', 'post-hardcore', 'slowcore']",little dipper,sad,0 days 00:02:27.815000,0.232,0.76,0.337,0.0,0.115,-12.594,0.085,104.98,0.508,4
Moral of the Story,2nC3QhMI9reBIOWutbU3Tj,['social media pop'],Ashe,sad,0 days 00:03:21.084000,0.587,0.572,0.406,4.48e-06,0.102,-8.624,0.0427,119.812,0.265,4
The Funeral,4Ao5JXfOIMJGlVo8sJpjFr,"['indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']",Band of Horses,sad,0 days 00:05:21.147000,0.0143,0.316,0.769,0.0,0.0928,-5.285,0.0422,122.458,0.118,4
Simple Song,70HWRkitkAKfos500LBk0T,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",Passenger,sad,0 days 00:03:48.480000,0.616,0.631,0.402,0.0114,0.0892,-11.125,0.0286,78.0,0.598,4
Down In The Valley,3Wd3mAficthmcUcCICvwSG,"['folk-pop', 'indie folk', 'indie pop', 'modern rock', 'new americana', 'seattle indie', 'stomp and holler']",The Head And The Heart,sad,0 days 00:05:03.653000,0.562,0.417,0.403,0.0282,0.113,-10.478,0.0291,105.807,0.169,4
Sinking Man - The Walking Dead Soundtrack,5Hd6DPGjqihEnWSiGRzqr6,"['folk-pop', 'indie pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Of Monsters and Men,sad,0 days 00:02:46.560000,0.905,0.684,0.0646,1.86e-05,0.0789,-18.052,0.0522,95.99,0.334,3
Confusion,0F8wygPqJTpKELM9WlcSvS,[],thom.ko,sad,0 days 00:03:25.082000,0.787,0.619,0.523,0.0,0.128,-6.876,0.279,121.957,0.132,4
Talk Tonight,1gANYFsOT41zu2cdSC06iD,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",Oasis,sad,0 days 00:04:21.107000,0.449,0.355,0.452,3.71e-05,0.371,-8.42,0.0265,83.93,0.351,4
Millie & Ivor - Alternate,6xk9axQDuqvEqnv6gwAkZV,"['electropop', 'pop']",Lists,sad,0 days 00:04:02.912000,0.966,0.559,0.164,0.00183,0.0658,-15.463,0.0356,121.558,0.228,4
Cold Arms,7kpZ9isu48poYKpaAb0wiR,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons,sad,0 days 00:02:49.907000,0.815,0.431,0.144,1.1e-06,0.124,-12.07,0.039,137.683,0.0491,4
She Kind of Looks Like You,6dZO9UMcM7c1YLDBpEHwED,['la pop'],AFTRHOURS,sad,0 days 00:03:24.242000,0.632,0.9,0.255,3.91e-05,0.0953,-12.664,0.221,94.978,0.483,4
Such Great Heights,7vcuTZAFyu0Z5dgMRLR0h0,"['acoustic pop', 'indie folk', 'indie pop', 'neo mellow', 'stomp and holler']",Iron & Wine,sad,0 days 00:04:11.280000,0.808,0.61,0.275,0.913,0.403,-10.644,0.028,94.088,0.552,4
It's My Fault,3QP17SZh39ZVczQnopq9BE,"['alt z', 'pop']",Lolo Zouaï,sad,0 days 00:03:15.987000,0.815,0.678,0.235,1.78e-05,0.233,-10.123,0.0375,129.955,0.0383,4
Apocalypse,3P5EAzNwT3tBafKX8xzyvf,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",Cigarettes After Sex,sad,0 days 00:04:50.147000,0.0194,0.369,0.467,0.46,0.109,-9.018,0.0274,94.473,0.174,4
Unintended,6kyxQuFD38mo4S3urD2Wkw,"['classical piano', 'compositional ambient', 'nordic classical piano']",Muse,sad,0 days 00:03:57.027000,0.647,0.487,0.279,0.00185,0.11,-11.586,0.0265,139.362,0.162,4
Hey Now,51ZPtAuqT0V5lNONYZTrxy,"['house', 'pop', 'uk dance']",London Grammar,sad,0 days 00:03:27.253000,0.396,0.648,0.28,0.0785,0.106,-11.961,0.0333,120.058,0.0393,4
Home,0IUcYj29jSob9PYlZ4JdWI,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'social media pop']",Ben Abraham,sad,0 days 00:02:34.213000,0.922,0.597,0.131,0.206,0.25,-20.367,0.033,133.827,0.524,3
Villains,3wkpzupNc2h7MI97YtWSS6,"['indie anthem-folk', 'indie cafe pop', 'indie folk', 'indiecoustica', 'vancouver indie']",Luca Fogale,sad,0 days 00:04:07.640000,0.92,0.501,0.169,0.0,0.0874,-13.825,0.0483,122.355,0.0974,3
Everybody Does,5h9NOj6ug1uB4LkT5FrFrm,"['ambient folk', 'art pop', 'indie folk', 'indie pop', 'indie rock']",Julien Baker,sad,0 days 00:02:25.889000,0.852,0.656,0.181,0.0,0.061,-8.544,0.0322,111.438,0.342,4
Rennen,5ExIjNVCeigpRtqAc47jKQ,[],SOHN,sad,0 days 00:03:17.720000,0.914,0.338,0.15,0.288,0.116,-12.7,0.032,101.94,0.172,4
Falling Like The Stars,15xWRPHQMeqgdkGzInx3PY,"['pop', 'post-teen pop', 'talent show', 'uk pop']",James Arthur,sad,0 days 00:03:32.720000,0.823,0.296,0.351,1.45e-06,0.11,-9.538,0.0352,177.06,0.19,3
Oblivion,7u5YIl9C1ijghg46PVVdh9,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille,sad,0 days 00:03:16.347000,0.758,0.441,0.324,1.69e-06,0.448,-8.788,0.03,78.547,0.215,4
St Jude,2XGEpFt3322G8IHsldVqZh,"['baroque pop', 'pop', 'uk alternative pop']",Florence + The Machine,sad,0 days 00:03:45.070000,0.752,0.261,0.434,0.00639,0.105,-10.649,0.0333,117.291,0.0921,4
Stars,6qlfzOpeLcdoSxrgbkR0Zi,"['emo rap', 'miami hip hop']",The xx,sad,0 days 00:04:22.640000,0.826,0.676,0.2,0.0289,0.144,-17.735,0.0282,104.016,0.176,4
Rebekah,18RQoXcen7pcKhFreuN02y,['indie anthem-folk'],Jack Vallier,sad,0 days 00:03:20.747000,0.161,0.531,0.461,1.62e-06,0.132,-11.176,0.0437,75.036,0.162,4
Landslide,5ihS6UUlyQAfmp48eSkxuQ,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Fleetwood Mac,sad,0 days 00:03:19.493000,0.883,0.414,0.161,0.000223,0.117,-22.32,0.0318,159.375,0.423,4
This Years Love,3l5GdoaOPPVWRjIgbTBejJ,"['acoustic pop', 'neo mellow', 'permanent wave', 'pop rock']",David Gray,sad,0 days 00:04:05.946000,0.698,0.324,0.208,2.89e-05,0.11,-8.848,0.0288,166.366,0.193,3
Layer You Up,7orKxdC3ggGmXYQQ1Idpg2,[],Circumnavigate,sad,0 days 00:03:01.518000,0.809,0.315,0.29,0.0,0.1,-12.247,0.0456,174.137,0.237,3
Details in the Fabric (feat. James Morrison),5F5hMibUXtXf2ZpkultdTk,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",Jason Mraz,sad,0 days 00:05:45.707000,0.755,0.538,0.338,5.68e-05,0.848,-12.098,0.0282,89.93,0.33,4
90 MPH,4X6SrakJi0TGgsuevegjhn,[],thom.ko,sad,0 days 00:03:29.109000,0.819,0.722,0.72,8.72e-05,0.182,-4.688,0.0643,100.993,0.561,4
Suzanne,50LqU2nhdE3fmWOuqOjpjz,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']",Leonard Cohen,sad,0 days 00:03:47.200000,0.938,0.402,0.102,0.000278,0.112,-21.048,0.0401,132.248,0.307,4
In The Winter,1IZiDJ78xouS1IhHhZhAUx,"['indie pop', 'scandipop', 'swedish indie folk']",flora cash,sad,0 days 00:04:38.727000,0.856,0.428,0.285,0.000329,0.0812,-17.293,0.0292,134.979,0.227,4
Lay Me Down,7E7sAg5qPv0cObXCWRsYMJ,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith,sad,0 days 00:03:39.536000,0.921,0.468,0.205,0.0,0.107,-11.014,0.0412,125.343,0.325,4
Rivers,5XotsIxGpYPYddckIOPaDb,[],Thomas LaVine,sad,0 days 00:03:53.808000,0.713,0.567,0.267,0.0548,0.106,-13.758,0.0289,117.961,0.0856,4
She,06FuacHsetjXDheCZykXCJ,"['afrofuturism', 'british soul', 'neo soul']",Laura Mvula,sad,0 days 00:03:25.987000,0.781,0.261,0.263,2.44e-05,0.105,-9.41,0.0361,74.942,0.0848,3
Nervous - Acoustic,1tnusyVNhzamoCgTG0RLf1,['electro house'],Gavin James,sad,0 days 00:04:10.573000,0.964,0.427,0.127,1.92e-06,0.109,-12.731,0.0419,76.357,0.259,4
Nana,1JmLA5HZ7Wp7L8DNctLpUW,"['modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']",The 1975,sad,0 days 00:03:56.747000,0.781,0.681,0.283,0.00371,0.114,-11.496,0.0296,111.05,0.221,4
Don't Be A Fool,3EYTlYIg99FUQNVS4Y8Yf9,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",Shawn Mendes,sad,0 days 00:03:36.027000,0.619,0.467,0.329,0.0,0.0924,-5.964,0.0402,175.23,0.277,3
Walk on the Wild Side,0EFEkt29P7Icr7dO4vN6yk,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'psychedelic rock', 'rock', 'singer-songwriter']",Lou Reed,sad,0 days 00:04:13.960000,0.652,0.564,0.262,0.000204,0.0896,-19.746,0.105,104.5,0.376,4
Like A Star,5Anh8jULgeUgciLHCR25Mk,"['british soul', 'neo mellow', 'neo soul', 'pop soul', 'r&b', 'soul']",Corinne Bailey Rae,sad,0 days 00:04:03.213000,0.715,0.606,0.226,0.0001,0.35,-10.617,0.0347,122.711,0.142,4
TALK ME DOWN,5hl649lzykBI2l0MeaVxPf,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",Troye Sivan,sad,0 days 00:03:57.464000,0.15,0.369,0.781,0.000236,0.124,-6.973,0.076,173.728,0.369,4
Cherry Wine - Live,1ivHxaGL5ld9VS1zsYc4YN,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier,sad,0 days 00:04:00.147000,0.953,0.418,0.111,0.00342,0.0982,-14.848,0.0389,82.508,0.228,4
Candy Says,45QBGwrHXLpbzbMgj6XokF,"['art rock', 'classic rock', 'folk rock', 'melancholia', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock']",The Velvet Underground,sad,0 days 00:04:03.667000,0.94,0.525,0.0632,0.763,0.105,-23.321,0.0305,79.273,0.24,4
